enroll_id,student_id,course_id,enroll_date,status,attendance_rate,homework_completion_rate
575,202,1,2025-06-04,no_show,91.8,72.5
576,202,1,2025-08-10,active,88.3,80.6
577,202,3,2025-06-05,active,89.3,32.6
578,203,2,2024-11-27,active,41.2,58.7
579,203,1,2025-02-20,completed,62.5,75.6
580,203,5,2024-08-29,completed,54.7,72.1
581,203,5,2025-02-11,active,66.1,73.3
582,204,1,2025-05-26,active,65.6,45.5
583,204,3,2025-06-22,completed,58.8,47.2
584,205,4,2024-10-14,no_show,59.9,47.4
585,205,5,2025-06-14,completed,65.8,37.7
586,205,4,2024-11-05,completed,48.8,41.6
587,205,1,2024-10-11,completed,50.0,48.1
588,206,1,2025-05-06,active,42.4,94.2
589,206,3,2025-01-28,completed,51.6,98.7
590,206,4,2025-01-26,no_show,42.3,94.0
591,206,1,2024-11-08,active,50.3,48.6
592,206,4,2024-11-06,no_show,70.8,30.5
593,207,4,2025-08-23,active,76.1,93.2
594,208,2,2024-12-28,no_show,74.0,76.0
595,209,2,2025-05-08,completed,76.6,95.1
596,209,4,2025-04-15,no_show,52.2,55.6
597,209,2,2025-02-07,no_show,60.2,68.3
598,210,5,2024-12-10,completed,69.7,80.7
599,210,5,2025-03-21,completed,78.8,62.1
600,211,4,2024-12-10,no_show,79.5,41.9
601,211,1,2024-09-05,active,86.0,87.1
602,211,4,2024-11-25,dropped,45.6,60.0
603,212,3,2024-12-06,completed,70.5,74.5
604,212,1,2025-02-23,no_show,63.9,87.9
605,213,1,2025-01-26,completed,89.0,52.5
606,213,5,2024-12-07,no_show,54.9,82.4
607,213,2,2025-03-25,active,72.7,96.3
608,213,5,2024-11-18,active,76.6,36.8
609,213,4,2025-03-20,completed,59.0,68.9
610,214,2,2024-09-14,no_show,53.7,76.7
611,214,1,2025-07-03,no_show,75.3,83.0
612,214,3,2025-05-13,active,41.8,57.5
613,214,1,2025-03-22,active,78.5,64.6
614,214,1,2025-02-12,dropped,48.6,83.0
615,215,1,2025-02-14,dropped,94.1,60.0
616,215,2,2025-01-20,dropped,51.2,95.5
617,216,1,2024-09-26,completed,79.7,69.1
618,217,4,2025-01-27,dropped,91.5,46.9
619,218,2,2025-08-19,completed,55.0,84.6
620,219,1,2025-08-18,completed,79.7,39.0
621,219,3,2024-09-17,no_show,86.6,67.2
622,220,1,2025-03-23,active,65.8,80.8
623,220,2,2024-11-05,dropped,60.5,66.6
624,220,5,2024-10-09,dropped,100.0,76.5
625,221,3,2025-06-29,completed,64.4,67.4
626,222,1,2025-01-14,active,63.9,55.3
627,222,4,2024-10-14,active,54.6,82.7
628,222,3,2025-06-03,completed,94.0,41.2
629,222,2,2024-12-27,completed,66.4,91.4
630,222,5,2025-03-14,no_show,76.1,62.1
631,223,3,2024-09-05,active,64.8,39.2
632,223,4,2025-06-01,completed,57.9,54.1
633,223,4,2025-01-14,dropped,88.1,44.6
634,223,3,2025-06-16,no_show,97.3,50.4
635,224,5,2025-07-21,active,57.5,53.0
636,224,1,2025-06-12,completed,81.6,70.4
637,224,2,2024-10-04,completed,88.7,44.7
638,225,1,2024-12-21,no_show,68.5,70.3
639,225,2,2025-01-31,completed,69.9,56.4
640,225,3,2025-05-02,completed,96.6,62.1
641,226,1,2025-05-26,active,98.4,71.6
642,227,2,2024-12-23,completed,60.5,86.3
643,228,5,2025-06-05,dropped,93.1,93.1
644,229,1,2025-08-03,active,73.4,50.1
645,229,4,2024-11-29,no_show,62.4,35.2
646,229,3,2025-05-14,active,84.7,48.7
647,230,3,2025-01-14,active,69.4,37.5
648,230,1,2024-12-31,active,69.8,63.0
649,230,3,2024-12-25,no_show,80.8,74.1
650,230,2,2024-11-03,no_show,46.7,71.7
651,231,5,2024-09-26,dropped,87.9,96.1
652,231,4,2025-01-22,dropped,73.6,98.8
653,231,4,2024-09-20,active,58.1,36.5
654,232,5,2025-06-27,completed,57.2,87.5
655,232,5,2024-09-02,active,64.5,48.2
656,233,5,2025-01-29,completed,44.4,83.8
657,233,2,2025-05-25,active,59.9,75.2
658,233,4,2025-06-14,dropped,73.2,66.8
659,234,5,2025-05-09,active,60.4,85.7
660,234,3,2025-04-27,no_show,90.1,34.5
661,234,4,2025-04-10,active,68.8,30.7
662,234,2,2025-08-23,active,72.9,54.1
663,234,4,2024-12-30,completed,91.5,73.9
664,235,1,2025-02-14,active,71.7,55.2
665,235,1,2025-06-11,completed,74.9,52.8
666,235,1,2024-09-04,active,99.1,47.0
667,236,1,2024-09-14,completed,84.1,31.5
668,236,3,2025-03-10,active,74.3,80.1
669,236,5,2025-04-15,completed,46.4,47.8
670,236,4,2025-08-01,no_show,65.9,62.1
671,236,1,2025-07-19,active,63.3,45.6
672,237,5,2024-10-07,no_show,47.3,65.8
673,237,5,2024-12-01,completed,52.2,81.0
674,237,3,2024-09-05,active,40.4,30.4
675,237,4,2024-12-25,no_show,66.0,32.7
676,237,1,2024-10-06,no_show,70.3,95.6
677,238,4,2025-04-08,completed,51.5,88.3
678,238,3,2024-10-29,no_show,60.0,89.5
679,238,5,2025-05-13,no_show,97.1,44.0
680,238,3,2025-06-10,dropped,89.6,73.4
681,238,4,2025-08-02,completed,83.0,73.5
682,239,1,2024-09-18,completed,83.3,81.1
683,239,1,2024-09-03,no_show,71.9,44.6
684,240,3,2024-11-13,active,61.7,63.4
685,240,4,2024-11-21,no_show,84.4,78.9
686,240,5,2024-12-14,completed,87.0,71.8
687,240,5,2025-04-30,dropped,58.9,74.2
688,241,2,2025-06-22,no_show,65.4,37.6
689,241,3,2025-08-01,no_show,45.1,92.5
690,241,2,2025-04-23,no_show,68.9,49.0
691,242,5,2024-12-02,no_show,40.6,84.6
692,242,1,2025-06-16,dropped,42.9,68.4
693,242,1,2025-03-31,completed,53.3,38.1
694,242,3,2025-06-24,completed,94.0,51.2
695,243,1,2025-06-24,active,89.1,76.7
696,243,1,2024-09-07,active,91.1,70.7
697,243,1,2025-08-16,active,75.9,97.5
698,243,5,2025-07-14,active,79.7,47.7
699,244,2,2025-02-14,no_show,93.9,99.8
700,245,5,2025-07-22,active,83.7,43.8
701,245,2,2025-08-04,active,80.0,47.4
702,245,4,2025-05-14,completed,85.0,35.6
703,245,4,2024-12-25,no_show,67.9,46.1
704,245,1,2025-08-18,dropped,52.2,44.1
705,246,5,2025-05-04,no_show,95.7,63.3
706,246,1,2025-04-22,completed,50.2,57.4
707,247,3,2024-10-12,active,70.9,37.1
708,248,2,2025-04-15,no_show,61.6,76.4
709,248,4,2025-04-09,active,87.3,54.5
710,248,2,2025-04-24,active,40.5,33.7
711,249,3,2025-02-17,dropped,97.5,85.2
712,249,1,2024-12-10,dropped,97.3,94.7
713,249,2,2024-09-03,dropped,71.4,71.7
714,250,4,2024-09-07,dropped,86.2,89.5
715,251,4,2024-11-04,completed,78.8,91.3
716,251,5,2025-01-08,completed,53.8,63.8
717,251,1,2024-09-06,active,86.1,44.2
718,251,3,2025-05-08,dropped,60.3,33.4
719,252,2,2024-11-01,dropped,93.1,36.2
720,252,1,2025-04-23,active,75.9,89.4
721,252,4,2024-12-12,no_show,96.4,39.8
722,253,2,2024-10-20,no_show,59.0,79.2
723,254,5,2025-03-26,dropped,97.4,32.6
724,254,1,2025-01-28,completed,66.3,83.8
725,254,3,2025-04-07,completed,85.5,43.8
726,254,4,2024-10-22,completed,79.5,65.4
727,254,2,2025-08-04,no_show,95.3,71.2
728,255,3,2025-03-01,dropped,43.1,96.8
729,255,3,2024-10-26,no_show,67.2,99.3
730,255,5,2025-08-03,active,67.4,62.2
731,256,4,2025-01-01,active,90.8,68.8
732,256,5,2024-12-13,active,79.2,40.4
733,256,1,2025-05-27,dropped,64.1,42.8
734,256,4,2025-06-17,completed,92.9,37.4
735,257,3,2024-12-23,completed,91.2,83.6
736,257,1,2024-09-13,completed,63.3,98.0
737,258,5,2025-07-03,dropped,72.1,47.4
738,258,2,2024-12-30,dropped,71.6,58.4
739,258,3,2024-12-07,completed,70.6,75.7
740,259,3,2025-01-06,completed,56.4,64.0
741,259,4,2025-05-29,dropped,87.8,36.2
742,259,4,2025-01-04,active,56.0,91.9
743,259,3,2024-09-10,dropped,63.7,99.0
744,259,2,2025-08-15,completed,79.7,76.1
745,260,2,2024-10-26,no_show,73.9,82.1
746,261,3,2025-06-05,active,83.8,81.3
747,262,2,2024-10-18,active,67.1,42.1
748,262,3,2024-10-06,active,70.9,95.1
749,262,1,2025-07-12,completed,79.6,51.9
750,262,3,2025-02-16,dropped,40.3,42.6
751,262,1,2025-07-04,no_show,62.3,59.1
752,263,1,2025-03-02,completed,79.4,91.7
753,264,4,2025-05-12,completed,54.5,41.7
754,264,4,2025-07-10,no_show,97.8,43.5
755,264,1,2025-07-21,active,97.9,83.0
756,264,2,2024-10-21,completed,99.8,92.4
757,264,2,2025-08-14,dropped,64.2,68.0
758,265,2,2025-01-25,dropped,77.5,66.5
759,265,4,2025-06-13,completed,83.4,44.9
760,266,2,2024-11-19,completed,68.3,44.2
761,266,5,2025-02-06,dropped,64.7,47.2
762,266,5,2025-07-15,dropped,67.8,72.4
763,267,3,2025-03-02,active,84.5,38.8
764,268,4,2024-11-02,active,52.6,53.0
765,268,4,2025-05-22,no_show,71.5,81.1
766,268,4,2025-03-24,no_show,42.8,56.2
767,268,5,2024-12-30,dropped,60.5,97.8
768,268,1,2024-11-14,active,47.7,54.9
769,269,3,2025-01-13,completed,77.0,58.6
770,270,3,2025-04-04,completed,88.6,64.1
771,271,5,2025-07-07,active,80.1,70.1
772,271,3,2025-02-10,completed,42.0,68.5
773,272,1,2024-09-13,completed,48.8,78.4
774,272,5,2025-08-10,completed,86.4,39.2
775,273,1,2024-09-21,dropped,66.9,89.2
776,273,3,2025-04-12,completed,52.8,94.5
777,274,3,2024-10-08,active,88.4,76.9
778,274,2,2025-04-01,active,87.5,58.0
779,274,1,2024-11-19,active,51.4,89.9
780,274,1,2025-06-01,active,43.4,54.0
781,274,5,2025-05-23,active,70.1,32.7
782,275,5,2025-05-22,active,67.7,66.2
783,276,1,2024-11-03,no_show,97.8,73.3
784,276,5,2024-12-11,no_show,58.4,66.2
785,276,3,2025-07-23,dropped,79.1,60.0
786,276,5,2024-12-30,no_show,41.6,40.0
787,277,3,2025-05-31,no_show,74.8,57.5
788,277,4,2025-06-07,active,49.0,42.4
789,277,5,2024-09-02,completed,84.5,99.7
790,277,3,2025-08-01,completed,76.4,75.9
791,277,3,2025-06-23,no_show,68.2,90.6
792,278,2,2025-01-27,no_show,40.4,46.1
793,278,4,2024-09-30,active,74.9,78.0
794,278,5,2024-12-01,no_show,94.5,68.6
795,278,5,2024-10-11,no_show,96.0,66.2
796,278,5,2024-11-28,no_show,70.2,56.0
797,279,1,2024-10-24,active,62.6,69.0
798,280,4,2024-11-25,no_show,62.5,49.6
799,280,2,2025-03-30,dropped,56.9,87.6
800,280,2,2025-04-26,no_show,68.3,30.3
801,280,2,2025-02-16,dropped,83.8,70.8
802,280,2,2025-04-11,completed,81.0,79.3
803,281,2,2025-05-14,active,86.9,95.8
804,281,3,2024-11-14,active,85.7,68.3
805,282,4,2025-06-30,active,72.6,92.4
806,282,3,2025-07-14,dropped,54.3,66.9
807,282,2,2024-11-11,active,53.7,85.7
808,282,3,2025-06-23,active,65.4,41.3
809,283,3,2024-12-28,dropped,74.1,60.7
810,283,1,2024-09-16,active,63.0,78.1
811,283,2,2025-02-03,active,86.6,88.0
812,283,2,2025-01-11,no_show,62.6,41.7
813,283,3,2024-10-06,dropped,61.5,47.6
814,284,5,2025-03-28,completed,78.8,76.0
815,284,4,2025-02-28,no_show,97.7,63.9
816,284,4,2025-07-07,no_show,86.2,94.3
817,284,4,2025-07-29,completed,54.0,67.7
818,284,4,2025-06-14,dropped,78.9,96.9
819,285,4,2024-09-13,dropped,59.8,49.0
820,285,1,2024-12-05,no_show,81.8,91.1
821,286,3,2025-01-08,completed,64.1,43.5
822,286,1,2025-04-18,completed,51.3,68.1
823,286,5,2025-03-23,completed,60.8,95.0
824,286,4,2025-07-01,dropped,78.3,70.9
825,287,3,2025-08-19,active,77.3,68.9
826,287,1,2025-06-05,no_show,65.5,57.9
827,287,1,2025-01-15,active,79.7,59.3
828,287,3,2024-09-19,active,79.1,97.7
829,288,4,2025-02-02,active,99.4,62.2
830,288,2,2024-12-27,completed,96.4,53.9
831,288,5,2025-08-01,completed,60.3,33.8
832,288,2,2025-01-20,active,78.4,48.7
833,288,1,2025-04-27,no_show,56.6,96.1
834,289,4,2025-03-07,no_show,58.1,64.2
835,289,4,2025-01-01,no_show,73.5,56.0
836,289,5,2025-02-04,completed,94.3,51.3
837,289,1,2025-06-30,no_show,84.7,33.9
838,290,5,2025-08-27,active,66.0,30.9
839,290,4,2024-12-17,completed,69.2,34.2
840,290,5,2025-02-22,completed,83.0,85.1
841,291,5,2024-12-25,active,51.2,50.7
842,291,1,2025-05-17,dropped,75.0,64.8
843,292,5,2024-11-27,dropped,50.7,97.2
844,292,3,2025-07-24,dropped,94.5,90.3
845,292,3,2024-10-17,no_show,59.5,74.7
846,292,2,2025-08-11,no_show,59.3,31.5
847,292,5,2024-09-28,completed,92.9,43.6
848,293,4,2025-05-28,dropped,93.2,71.3
849,293,5,2024-11-01,completed,58.1,32.6
850,294,2,2025-03-16,no_show,61.1,99.7
851,295,5,2025-03-27,completed,70.3,61.0
852,295,1,2025-07-10,active,96.6,38.4
853,295,4,2025-01-30,completed,51.2,67.1
854,296,3,2024-09-18,dropped,72.9,73.3
855,296,4,2024-09-11,no_show,90.4,98.6
856,296,5,2025-08-28,completed,76.8,89.5
857,297,5,2025-01-16,no_show,90.9,60.4
858,297,4,2025-01-24,active,99.3,62.7
859,298,5,2024-09-03,completed,48.9,92.6
860,299,1,2025-07-20,dropped,51.2,66.9
861,299,2,2025-04-27,completed,56.5,82.4
862,300,5,2025-01-21,no_show,99.7,54.2
863,300,3,2024-11-16,no_show,67.6,69.1
864,300,1,2025-07-17,completed,67.6,80.3
865,301,5,2025-02-18,active,94.9,51.4
866,302,3,2025-05-16,dropped,59.6,55.3
867,302,3,2025-04-12,dropped,45.6,63.7
868,302,4,2025-06-23,active,51.6,52.9
869,302,1,2025-03-16,active,87.3,42.9
870,302,5,2025-03-18,active,57.3,36.7
871,303,5,2025-08-17,completed,70.0,52.9
872,303,2,2025-01-12,no_show,74.4,56.4
873,304,1,2024-12-13,active,94.1,53.7
874,304,1,2025-08-23,dropped,86.0,81.5
875,305,1,2024-10-02,completed,65.2,81.2
876,306,5,2025-05-20,no_show,58.3,66.3
877,306,3,2025-01-05,active,59.8,32.8
878,306,2,2024-12-15,completed,97.1,89.2
879,306,5,2025-05-18,dropped,53.5,33.7
880,306,2,2025-04-12,completed,54.2,54.9
881,307,4,2025-06-15,completed,58.3,51.2
882,307,1,2024-12-25,no_show,83.4,87.8
883,308,2,2025-01-17,dropped,96.1,46.9
884,308,5,2025-06-05,dropped,79.4,97.0
885,308,4,2025-08-16,dropped,88.8,63.0
886,308,3,2025-06-05,active,68.8,95.8
887,308,3,2025-07-12,no_show,95.1,91.2
888,309,3,2024-12-26,active,79.6,34.8
889,309,3,2025-04-14,no_show,59.4,93.8
890,309,4,2025-01-09,dropped,91.9,87.5
891,309,2,2024-12-26,no_show,58.8,59.9
892,309,3,2025-03-24,active,41.1,86.7
893,310,3,2025-07-10,dropped,91.7,43.9
894,310,1,2025-04-08,completed,70.7,48.2
895,310,3,2025-07-04,active,84.9,35.5
896,311,5,2025-01-02,no_show,68.1,37.9
897,311,2,2025-03-27,active,83.6,69.8
898,312,1,2025-05-18,completed,71.0,62.2
899,312,4,2024-11-14,dropped,55.6,31.7
900,313,5,2025-04-06,no_show,86.2,78.9
901,313,1,2025-06-25,completed,41.2,71.3
902,313,2,2025-06-04,completed,89.4,69.4
903,313,1,2025-02-02,no_show,47.7,66.0
904,313,4,2025-07-22,completed,54.1,57.2
905,314,3,2025-06-25,dropped,92.5,90.3
906,314,1,2025-02-22,dropped,44.3,38.4
907,315,2,2024-10-04,no_show,44.6,72.9
908,315,2,2025-02-21,active,61.4,79.4
909,315,2,2025-02-15,completed,93.9,89.7
910,315,5,2025-02-07,completed,97.8,65.5
911,316,4,2025-07-20,dropped,63.1,61.4
912,316,1,2025-04-13,active,61.2,92.2
913,316,1,2024-11-05,completed,40.9,52.9
914,317,2,2025-08-21,completed,66.6,41.7
915,317,4,2025-01-26,active,60.5,93.1
916,317,2,2024-12-10,dropped,47.2,52.9
917,318,4,2024-09-01,no_show,82.7,36.8
918,318,3,2024-09-30,completed,53.9,57.8
919,318,3,2024-08-29,no_show,67.0,59.6
920,319,5,2025-07-07,active,81.1,95.1
921,319,4,2025-03-20,dropped,71.1,56.5
922,319,5,2025-01-25,active,49.6,49.3
923,320,5,2025-06-03,active,88.1,50.5
924,321,3,2025-06-16,active,93.7,95.6
925,321,4,2025-08-19,completed,78.1,31.1
926,321,1,2024-10-16,completed,82.4,52.4
927,322,5,2025-05-09,completed,83.0,42.0
928,322,2,2024-11-14,no_show,72.2,71.7
929,322,2,2024-12-20,dropped,83.8,69.8
930,322,3,2025-07-28,completed,42.6,38.6
931,322,5,2025-04-24,active,40.5,54.0
932,323,2,2025-02-26,no_show,53.6,99.3
933,323,2,2024-11-29,no_show,72.8,66.6
934,323,5,2024-12-07,no_show,47.5,89.9
935,324,5,2025-01-31,completed,47.3,75.5
936,325,1,2024-09-13,active,69.0,81.3
937,325,5,2024-09-01,dropped,47.8,35.1
938,325,4,2025-01-15,dropped,68.6,36.0
939,325,2,2025-06-10,completed,69.5,95.0
940,325,2,2025-02-01,no_show,67.0,75.1
941,326,2,2025-02-13,active,52.0,76.7
942,327,3,2024-11-16,completed,97.5,54.7
943,327,3,2024-10-07,active,54.8,52.0
944,327,4,2024-11-26,no_show,44.9,41.8
945,328,5,2025-01-25,dropped,51.7,56.3
946,328,1,2024-09-17,no_show,85.4,57.4
947,328,3,2024-09-20,completed,89.3,37.3
948,329,1,2025-05-20,dropped,77.5,49.0
949,329,1,2025-02-08,active,82.4,66.6
950,329,3,2024-11-11,completed,91.0,68.1
951,329,5,2025-06-18,active,81.5,85.3
952,330,1,2025-07-10,dropped,88.0,76.7
953,331,5,2024-11-09,no_show,84.7,34.4
954,332,1,2024-10-23,active,64.8,80.0
955,332,4,2024-12-10,dropped,72.2,68.3
956,333,3,2025-08-19,completed,88.0,54.6
957,334,5,2025-07-31,dropped,49.3,32.9
958,334,3,2025-07-23,active,43.0,59.6
959,334,5,2025-06-01,dropped,93.0,83.4
960,335,3,2025-02-04,dropped,50.4,93.3
961,335,3,2025-03-31,dropped,83.6,31.2
962,335,1,2025-07-08,completed,47.4,81.9
963,335,2,2024-10-04,active,87.3,49.9
964,336,1,2025-08-05,completed,64.2,89.4
965,336,2,2025-03-30,no_show,98.2,32.3
966,336,1,2025-01-02,completed,60.3,68.2
967,336,1,2025-03-07,completed,60.0,66.2
968,337,2,2025-03-04,completed,59.6,41.0
969,337,1,2024-10-27,completed,59.4,41.7
970,337,3,2024-09-12,completed,84.0,49.7
971,337,4,2025-02-15,completed,58.2,53.9
972,338,4,2025-06-28,no_show,82.5,43.2
973,338,3,2024-11-04,no_show,86.2,75.9
974,338,1,2025-03-23,no_show,75.6,74.1
975,339,1,2024-11-16,active,73.6,78.4
976,340,5,2025-07-01,dropped,97.7,79.1
977,340,4,2025-01-13,dropped,70.5,62.3
978,340,3,2025-08-24,active,58.7,39.3
979,340,4,2024-10-26,completed,69.4,49.7
980,341,1,2025-02-26,active,75.4,79.0
981,341,1,2025-06-25,completed,92.9,60.1
982,341,3,2025-01-13,no_show,91.0,49.1
983,341,3,2025-01-19,no_show,59.0,89.9
984,341,4,2025-04-18,dropped,69.1,35.1
985,342,3,2024-10-09,dropped,97.6,90.2
986,342,3,2025-05-02,active,96.2,35.4
987,342,3,2024-12-08,no_show,72.9,61.2
988,342,2,2025-04-26,completed,95.2,63.3
989,343,2,2025-07-14,no_show,62.5,72.7
990,343,5,2024-11-15,dropped,50.3,43.9
991,343,3,2025-07-25,completed,67.6,68.8
992,343,1,2025-04-30,dropped,78.3,77.2
993,343,5,2025-01-30,dropped,89.4,45.5
994,344,2,2024-12-21,dropped,49.6,96.2
995,345,2,2025-08-13,no_show,60.7,30.0
996,346,5,2024-09-22,dropped,61.7,96.0
997,346,2,2025-05-27,dropped,85.6,84.9
998,346,4,2024-12-12,completed,69.0,98.1
999,346,4,2024-11-25,dropped,48.5,99.1
1000,346,3,2025-07-05,dropped,73.9,57.7
1001,347,1,2024-11-21,dropped,90.3,94.3
1002,347,3,2025-05-13,active,45.3,49.3
1003,347,5,2024-09-06,dropped,57.3,81.1
1004,347,4,2025-05-21,dropped,60.9,76.5
1005,348,2,2025-07-26,dropped,50.1,74.8
1006,348,1,2025-02-23,completed,88.7,82.3
1007,348,4,2024-10-03,completed,53.9,56.0
1008,348,3,2024-10-22,dropped,43.0,43.2
1009,349,5,2025-04-11,no_show,65.8,86.2
1010,350,4,2024-11-11,no_show,76.1,38.3
1011,350,3,2025-05-09,no_show,87.8,43.0
1012,350,4,2025-07-03,no_show,53.6,42.7
1013,350,4,2024-11-08,completed,79.5,90.8
1014,350,3,2025-08-06,active,94.9,58.9
1015,351,1,2025-01-01,completed,55.5,45.8
1016,351,5,2024-09-24,dropped,43.4,96.3
1017,351,1,2024-10-03,completed,42.8,94.8
1018,351,4,2025-02-02,no_show,73.4,86.2
1019,352,2,2025-06-24,no_show,74.1,33.6
1020,353,2,2025-02-17,dropped,69.7,53.2
1021,353,1,2025-04-12,completed,99.6,100.0
1022,353,3,2025-04-24,dropped,41.8,86.4
1023,354,2,2025-01-11,completed,50.0,39.3
1024,354,5,2024-12-22,no_show,65.2,83.9
1025,354,4,2025-07-28,completed,49.1,54.3
1026,355,4,2024-09-03,completed,57.7,64.9
1027,355,5,2025-02-03,no_show,43.0,53.3
1028,355,1,2025-01-19,dropped,66.1,74.1
1029,356,2,2024-10-22,active,83.1,83.8
1030,356,4,2024-10-18,completed,99.9,33.0
1031,356,1,2024-09-27,no_show,57.1,95.0
1032,356,2,2025-06-26,dropped,47.4,71.4
1033,357,1,2024-10-23,dropped,46.5,30.8
1034,357,4,2024-12-30,no_show,84.0,87.4
1035,357,4,2024-10-01,dropped,98.0,30.8
1036,357,5,2025-06-20,no_show,66.1,64.0
1037,357,1,2024-10-09,active,92.3,73.3
1038,358,5,2024-09-13,dropped,81.0,30.9
1039,358,5,2024-09-28,active,61.0,97.0
1040,358,4,2025-03-29,no_show,43.3,94.6
1041,358,1,2024-10-13,dropped,50.7,69.3
1042,359,4,2024-11-05,dropped,61.1,86.9
1043,360,1,2024-12-08,active,92.9,43.3
1044,360,3,2025-01-10,dropped,90.6,44.2
1045,361,1,2025-02-26,no_show,88.5,94.7
1046,361,1,2024-12-10,completed,56.1,76.8
1047,361,4,2025-08-24,active,98.1,85.2
1048,362,4,2024-12-22,dropped,86.6,46.0
1049,362,2,2025-03-14,completed,51.3,51.0
1050,362,2,2025-05-26,no_show,42.7,70.5
1051,363,4,2024-09-29,no_show,47.5,56.7
1052,363,1,2025-05-03,dropped,91.9,42.8
1053,363,1,2025-04-24,no_show,92.8,39.0
1054,363,1,2025-06-10,no_show,45.2,54.8
1055,364,4,2025-06-30,active,54.2,36.5
1056,365,2,2025-06-10,dropped,67.7,45.8
1057,366,5,2024-09-27,completed,41.5,89.3
1058,366,2,2025-08-28,active,51.2,49.2
1059,367,2,2024-10-24,no_show,71.8,39.1
1060,367,2,2025-06-06,no_show,50.1,40.0
1061,367,2,2025-07-28,no_show,81.5,93.5
1062,368,1,2025-07-15,no_show,75.2,41.0
1063,368,2,2024-10-03,no_show,82.0,94.9
1064,368,3,2025-01-03,active,73.6,76.2
1065,368,1,2025-02-23,no_show,76.8,60.0
1066,368,2,2025-02-08,active,99.6,62.3
1067,369,2,2025-03-09,no_show,91.8,63.0
1068,369,2,2025-03-19,active,98.0,68.7
1069,369,2,2025-02-24,no_show,78.1,49.7
1070,369,4,2025-04-30,dropped,46.1,58.6
1071,370,2,2025-02-13,no_show,43.7,90.5
1072,370,3,2025-07-20,dropped,62.5,85.6
1073,370,4,2025-04-01,active,76.7,89.4
1074,370,5,2025-07-26,no_show,47.6,75.8
1075,371,4,2024-08-31,completed,92.2,92.8
1076,371,1,2025-07-02,dropped,45.2,89.8
1077,372,3,2025-07-03,completed,99.2,80.4
1078,373,2,2025-06-09,dropped,90.4,68.6
1079,373,5,2024-10-14,completed,63.9,61.6
1080,373,5,2024-10-12,completed,92.4,89.9
1081,374,4,2025-07-26,completed,79.4,81.9
1082,374,3,2024-10-07,no_show,96.1,50.4
1083,374,2,2025-06-30,no_show,61.3,35.6
1084,375,3,2025-03-25,active,76.6,88.0
1085,375,5,2025-05-07,no_show,94.0,31.4
1086,375,2,2025-02-16,active,66.0,30.1
1087,375,2,2024-12-19,dropped,54.7,65.2
1088,375,2,2025-05-29,active,90.0,71.4
1089,376,4,2025-04-05,no_show,77.6,64.9
1090,376,4,2025-03-23,active,75.2,55.1
1091,376,5,2024-09-29,completed,51.5,93.8
1092,377,1,2025-04-08,completed,51.6,48.5
1093,377,1,2024-10-22,dropped,62.6,85.9
1094,378,5,2024-09-24,dropped,68.3,46.2
1095,378,3,2025-07-09,dropped,68.6,77.1
1096,378,5,2025-07-03,completed,97.2,96.0
1097,378,4,2025-07-01,dropped,44.9,67.2
1098,378,1,2025-07-12,active,48.2,31.7
1099,379,1,2024-11-30,no_show,52.3,91.8
1100,379,3,2025-06-07,dropped,95.1,95.1
1101,379,1,2025-07-22,no_show,86.8,84.2
1102,380,1,2025-05-30,dropped,98.3,90.7
1103,380,4,2025-03-28,completed,71.1,40.2
1104,380,4,2024-11-21,dropped,76.2,37.1
1105,380,1,2024-10-10,completed,61.9,91.3
1106,381,3,2025-04-12,no_show,49.4,59.8
1107,381,5,2024-10-05,completed,52.5,66.0
1108,382,1,2025-04-11,active,68.9,32.9
1109,382,2,2025-01-13,dropped,40.7,69.2
1110,382,5,2025-06-15,no_show,49.5,99.3
1111,383,1,2025-07-16,dropped,51.7,54.6
1112,383,5,2025-01-14,completed,88.0,73.1
1113,383,2,2025-04-22,dropped,80.5,66.1
1114,383,2,2025-02-16,active,66.0,99.8
1115,384,5,2025-04-16,dropped,78.1,63.6
1116,385,3,2024-09-17,completed,88.7,99.3
1117,385,1,2025-01-16,active,98.3,44.3
1118,386,4,2025-03-07,no_show,57.9,32.3
1119,387,3,2024-12-07,dropped,86.9,96.1
1120,387,5,2024-11-15,no_show,60.5,76.8
1121,387,4,2025-01-07,active,51.1,34.1
1122,387,3,2025-04-23,dropped,48.6,45.9
1123,388,4,2025-04-10,completed,56.4,60.5
1124,388,1,2024-11-20,dropped,89.8,64.2
1125,388,1,2025-07-23,no_show,49.7,32.1
1126,389,2,2025-06-01,dropped,52.3,94.0
1127,389,2,2025-03-06,dropped,70.0,46.9
1128,390,4,2024-11-01,active,48.4,44.1
1129,391,1,2024-12-07,active,98.5,33.9
1130,391,4,2025-01-06,dropped,96.6,72.3
1131,391,1,2025-03-06,no_show,47.8,59.8
1132,392,2,2024-10-02,dropped,52.7,48.4
1133,392,5,2025-06-21,no_show,41.2,72.2
1134,392,3,2025-01-28,active,79.7,80.3
1135,393,5,2025-02-14,dropped,42.4,64.4
1136,393,3,2025-05-29,completed,70.8,54.2
1137,394,4,2025-06-11,completed,76.0,57.0
1138,395,1,2025-08-25,completed,92.3,97.7
1139,396,2,2024-12-23,completed,59.8,40.0
1140,396,2,2025-04-10,no_show,59.1,36.5
1141,396,1,2025-05-26,dropped,44.0,89.9
1142,397,2,2024-09-30,completed,70.9,84.5
1143,397,5,2025-01-23,active,53.2,56.8
1144,397,1,2025-07-20,active,58.7,96.6
